FOODID,FOODNAME_y,CA,CAROTENS,FE,FIBC,FOL,JODI,K,MG,NIAEQ,P,RIBF,SE,THIA,VITA,VITB12,VITC,VITD,VITE,VITK,VITPYRID,ZN,Calsium,Carotenoids,Iron,Fiber,Folate,Iodine,Kalium,Magnesium,Niacin,Phosphorus,Riboflavin,Selenium,Thiamin,Vitamin A,Vitamin B12,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Vitamin B6,Zinc
369,"DILL, FRESH",208.0,11231.8,6.59,2.1,36.0,3.9,738.0,55.0,1.804,66.0,0.296,2.7,0.058,374.92,0.0,85.0,0.0,1.59,280.0,0.3,0.91,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0
370,"PEA, GREEN",31.0,2134.8,2.0,3.1,58.97,1.0,370.0,40.0,3.385,130.0,0.046,0.6,0.25,31.13,0.0,20.0,0.0,0.03,28.0,0.16,1.3,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
371,"PEA, GREEN, DRIED",64.0,7624.3,4.8,20.0,33.0,15.0,918.0,110.0,6.161,362.0,0.071,2.143,0.62,111.19,0.0,0.0,0.0,0.06,100.0,0.16,2.9,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
372,"BEAN, GREEN BEAN, STRING BEAN",48.0,657.2,0.7,2.4,80.0,1.0,320.0,22.0,1.151,40.0,0.057,2.5,0.11,16.23,0.0,20.0,0.0,0.13,47.0,0.1,0.4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,"BEAN, COMMON BEAN, BROWN BEAN, WHITE BEAN, AVERAGE",139.5,180.0,5.25,21.6,441.0,0.0,1285.0,157.5,6.008,422.5,0.2,21.3,0.55,14.94,0.0,0.0,0.0,0.34,13.0,0.47,0.0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0
375,"NUT, HAZELNUT",138.0,106.0,3.6,17.5,72.0,5.0,650.0,157.0,4.607,310.0,0.13,2.0,0.45,1.04,0.0,0.0,0.0,15.03,14.2,0.4,2.0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0
376,"NUT, WALNUT",140.0,21.0,3.6,6.7,66.0,5.0,650.0,160.0,4.507,310.0,0.13,19.0,0.5,1.0,0.0,3.0,0.0,0.7,13.0,0.73,2.0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
377,CHESTNUT,140.0,18.0,3.6,6.8,62.0,5.0,650.0,33.0,1.001,310.0,0.22,0.0,0.26,1.49,0.0,30.0,0.0,0.5,0.0,0.33,2.0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0
378,"NUT, PEANUT",78.0,15.9,2.9,8.5,110.0,5.0,670.0,180.0,17.975,330.0,0.12,3.0,0.9,0.17,0.0,0.0,0.0,10.89,0.3,0.13,3.1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
379,ALMOND,276.0,4.0,5.2,12.5,48.0,5.0,740.0,278.0,7.958,490.0,0.7,4.0,0.25,0.25,0.0,0.5,0.0,26.44,0.3,0.06,3.3,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0
380,"FLOUR, SOYA FLOUR, FULL FAT",213.0,24.0,6.9,11.9,345.0,5.0,1660.0,240.0,10.016,600.0,0.28,9.0,0.75,1.99,0.0,0.0,0.0,1.5,70.0,0.57,3.9,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0
381,"FLOUR, SOYA FLOUR, LOW-FAT",240.0,24.0,9.1,14.4,410.0,5.0,2030.0,290.0,13.806,640.0,0.29,11.0,0.9,1.99,0.0,0.0,0.0,0.19,4.1,0.67,3.2,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0
382,COCONUT FLAKE,20.0,0.0,3.0,16.3,9.0,2.0,600.0,70.0,1.619,150.0,0.03,1.0,0.04,0.0,0.0,0.0,0.0,1.21,0.0,0.04,0.9,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
383,"NUT, PEANUT, SALT",74.3,15.4,2.1,8.5,52.0,0.0,674.0,180.0,16.392,401.0,0.13,2.92,0.32,0.16,0.0,0.0,0.0,10.624,0.39,0.76,0.0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0
384,"BEANSPROUTS AND ALFALFA SPROUTS, AVERAGE",20.0,38.0,1.6,1.5,48.5,0.0,79.0,27.0,1.118,62.0,0.19,1.0,0.2,3.15,0.0,32.1,0.0,0.06,147.0,0.06,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
385,"SESAME SEED, WITH HULL",960.2,5.0,9.072,12.3,97.0,0.0,825.0,110.0,10.727,715.0,0.18,49.1,1.47,0.41,0.0,0.0,0.0,0.0,14.0,0.79,6.27,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1
386,"SWEET PEPPER, RED",9.0,6196.2,0.6,1.9,55.86,1.0,290.0,14.0,1.5,30.0,0.12,0.2,0.04,243.81,0.0,184.8,0.0,2.16,4.6,0.45,0.1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
387,"SWEET PEPPER, GREEN",8.0,4192.7,0.4,1.9,55.86,1.0,120.0,10.0,0.3,19.0,0.01,0.0,0.01,20.73,0.0,120.0,0.0,2.16,9.4,0.27,0.1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
388,"SWEET PEPPER, YELLOW",8.0,4299.4,0.4,2.0,55.86,1.0,220.0,16.0,0.9,26.0,0.02,0.2,0.01,18.77,0.0,204.9,0.0,2.16,2.36,0.54,0.1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
389,"ZUCCHINI, SUMMER SQUASH",15.0,612.0,0.8,0.7,52.0,1.0,360.0,22.0,0.367,45.0,0.02,0.5,0.12,3.32,0.0,21.0,0.0,0.04,3.0,0.1,0.3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,"SOYA BEANS, DRIED",163.0,13.0,8.4,15.7,370.0,6.0,1730.0,225.0,9.715,467.0,0.31,19.0,1.1,1.079,0.0,0.0,0.0,0.85,47.0,0.46,1.0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0
392,CHIVES,78.0,2935.0,0.4,2.7,105.0,1.0,400.0,18.0,1.284,49.0,0.2,10.0,0.07,216.796,0.0,41.0,0.0,0.21,212.7,0.22,0.13,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
393,GARLIC,18.0,21.2,1.5,2.1,4.0,2.7,620.0,8.0,2.204,153.0,0.03,2.0,0.13,0.415,0.0,17.0,0.0,0.08,1.7,1.24,0.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
394,"SALAD, SWEET PICKLE RELISH",11.58,399.0,0.133,0.421,6.0,41.32,127.96,5.614,0.221,17.9,0.051,0.375,0.0227,8.631,0.0,6.35,0.0,0.044,8.303,0.03,0.057,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,"BEAN, WHITE BEAN, BOILED",81.66,555.0,1.89,7.0,117.31,0.0,365.0,48.91,2.37,147.9,0.05,0.39,0.12,39.96,0.0,0.0,0.0,0.129,27.0,0.18,0.81,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,"TOMATOES, CRUSHED, CANNED",8.64,9755.0,0.19,1.9,14.52,1.0,237.1,8.27,0.85,25.9,0.04,0.5,0.06,30.18,0.0,14.1,0.0,0.66,5.0,0.08,0.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,"LENTILS, GREEN/BROWN, DRIED",71.0,23.0,11.1,8.9,110.0,0.0,940.0,110.0,5.891,350.0,0.27,11.0,0.41,1.91,0.0,0.0,0.0,0.49,22.0,0.56,3.9,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0
401,"APPLE, DRIED",38.0,262.0,1.1,8.7,0.0,0.0,750.0,32.0,0.8,54.0,0.159,0.278,0.0,1.0,0.0,3.9,0.0,0.53,11.111,0.18,0.17,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,"APRICOT, CANNED, IN SYRUP",31.0,698.8,0.43,1.3,2.0,1.0,160.0,8.8,0.36,11.0,0.02,0.2,0.02,51.96,0.0,4.0,0.0,0.576,3.0,0.06,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,"APRICOT, DRIED",98.3,3575.9,1.363,7.3,14.0,0.0,507.2,27.9,3.034,34.9,0.1,0.5,0.01,230.69,0.0,1.0,0.0,6.24,11.379,0.17,1.046,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
411,"PEACH, CANNED, IN SYRUP",2.0,210.0,0.3,0.8,7.0,1.0,100.0,6.0,0.633,10.0,0.02,0.45,0.01,11.72,0.0,3.0,0.0,1.95,0.75,0.02,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,"PEACH, DRIED",62.0,890.6,3.5,11.6,14.0,0.0,1229.0,50.0,1.684,151.0,0.212,0.5,0.002,54.536,0.0,4.8,0.0,5.647,8.824,0.17,0.1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
417,"PINEAPPLE, CANNED, IN SYRUP",20.0,21.5,0.3,1.2,1.0,1.0,120.0,17.0,0.367,17.0,0.02,0.0,0.07,1.58,0.0,9.0,0.0,0.04,0.1,0.08,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,"GRAPE, AVERAGE, GREEN OR RED, SEEDLESS",9.58,104.9,1.0,1.1,2.0,1.0,201.8,7.2,0.372,23.9,0.04,0.5,0.05,2.7,0.0,4.8,0.0,0.63,19.0,0.04,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,"MIXED FRUIT, DRIED",59.0,1325.0,1.7,8.23,15.0,0.0,790.0,48.0,1.733,74.0,0.1,0.456,0.05,79.01,0.0,5.0,0.0,2.858,35.386,0.27,2.3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,RAISIN,54.0,0.0,2.4,9.7,10.0,3.0,650.0,30.0,0.684,90.0,0.12,1.852,0.16,0.0,0.0,0.5,0.0,0.32,3.7,0.23,0.3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,"OLIVE, AVERAGE, WITH STONE, IN OIL, GREEN/BLACK",48.8,646.2,0.8,3.52,0.0,0.0,72.8,17.6,0.347,13.6,0.0,0.9,0.0,18.904,0.0,0.0,0.0,1.32,1.12,0.01,0.176,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,"FRUIT COCKTAIL, IN SYRUP",7.3,309.8,0.41,1.1,5.0,3.0,89.0,6.7,0.436,12.0,0.06,0.217,0.06,21.73,0.0,18.0,0.0,0.85,0.8,0.04,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,"LINGONBERRY, COWBERRY",22.0,31.3,0.4,2.6,19.6,1.0,80.0,9.0,0.634,17.0,0.005,0.1,0.063,0.76,0.0,10.7,0.0,1.53,9.0,0.01,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,CRANBERRY,9.7,50.0,0.11,3.5,2.0,1.0,69.0,5.8,0.234,7.5,0.07,10.0,0.05,1.79,0.0,20.1,0.0,0.94,9.0,0.06,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,"BLUEBERRY, BILBERRY",19.0,310.5,0.6,3.3,11.2,1.0,110.0,9.0,0.567,20.0,0.014,0.1,0.133,3.92,0.0,7.16,0.0,1.85,9.0,0.06,0.15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,BLACKCURRANT,72.0,542.2,1.2,5.8,14.2,1.0,340.0,24.0,0.517,58.0,0.017,0.1,0.042,8.2,0.0,128.0,0.0,2.23,30.0,0.08,0.31,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
445,REDCURRANT,40.0,71.5,0.79,5.0,12.0,1.0,310.0,14.0,0.55,47.0,0.07,0.1,0.05,2.05,0.0,30.0,0.0,0.82,11.0,0.04,0.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,GOOSEBERRY,29.0,263.5,0.4,3.4,8.0,1.0,200.0,10.0,0.45,25.0,0.07,0.1,0.05,7.287,0.0,30.0,0.0,0.73,15.0,0.02,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,STRAWBERRY,21.0,44.5,0.5,1.9,29.9,1.0,190.0,15.0,0.717,30.0,0.023,0.102,0.034,0.95,0.0,45.6,0.0,0.56,5.5,0.06,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,RASPBERRY,35.0,95.9,1.1,3.7,37.7,1.0,220.0,25.0,0.717,37.0,0.024,0.1,0.029,1.09,0.0,20.5,0.0,0.88,10.2,0.09,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,CLOUDBERRY,16.0,240.9,0.7,6.3,37.9,1.0,170.0,29.0,0.801,36.0,0.023,0.1,0.072,14.43,0.0,61.6,0.0,2.95,9.0,0.09,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
454,"BERRY, AVERAGE",37.0,164.9,0.9,3.5,20.38,1.0,234.0,18.0,0.624,40.0,0.07,0.101,0.04,2.708,0.0,44.0,0.0,1.226,11.785,0.07,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,SEA BUCKTHORN BERRY,4.6,860.0,0.14,3.6,10.0,0.0,160.0,4.7,0.26,20.0,0.07,10.0,0.18,71.38,0.0,140.0,0.0,3.05,13.5,0.13,0.13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
457,"ROWANBERRY, SORBUS",53.0,105.0,0.53,6.5,10.0,1.0,260.0,26.0,0.634,38.0,0.005,10.0,0.063,8.134,0.0,59.7,0.0,0.489,9.0,0.07,0.19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
471,"PINEAPPLE, CANNED, IN OWN JUICE",9.77,60.0,1.0,1.4,9.15,1.0,104.0,12.4,0.368,6.8,0.01,0.5,0.09,4.98,0.0,7.5,0.0,0.02,0.2,0.09,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,"APPLESAUCE, UNSWEETENED",4.0,39.0,0.08,1.8,1.0,1.15,100.0,4.0,0.15,9.0,0.015,0.05,0.016,3.69,0.0,9.0,0.0,0.24,3.0,0.05,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,"MUSKMELON/CANTALOUPE MELON, WITHOUT SKIN",20.0,105.0,0.3,0.9,5.0,4.0,210.0,11.0,0.633,13.0,0.02,0.4,0.04,3.69,0.0,26.0,0.0,0.05,1.0,0.06,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11001,"(ARC)ROOT VEGETABLE, AVERAGE, LIGHT COLORED",23.38,46.4,0.395,1.875,34.89,0.93,387.5,16.2,1.107,39.6,0.043,5.271,0.1192,0.334,0.0,27.05,0.0,0.021,1.442,0.11,0.207,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11002,"(ARC)LEAF VEGETABLE, AVERAGE, DARK GREEN",72.5,5233.4,1.25,1.45,122.63,1.0,490.0,36.5,1.184,37.0,0.155,5.1,0.085,178.41,0.0,32.25,0.0,0.925,192.5,0.14,0.475,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11005,4-GRAIN FLAKES,30.0,195.8,4.1,11.5,39.82,20.0,396.0,109.0,5.18,327.8,0.1,8.765,0.24,0.22,0.0,0.0,0.0,0.42,3.2,0.33,2.875,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
11007,ROSE HIP,130.0,6300.0,0.33,8.3,52.0,1.0,360.0,29.0,0.533,46.0,0.07,10.0,0.06,522.9,0.0,601.0,0.0,7.1,25.9,0.05,0.33,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
11030,"FLOUR, RYE, FINE RYE FLOUR",22.0,209.2,2.2,9.4,38.0,10.0,290.0,56.0,2.237,190.0,0.2,1.0,0.3,0.51,0.0,0.0,0.0,0.55,5.619,0.17,1.9,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
11045,ORANGE WITHOUT SKIN,54.0,166.8,0.17,2.1,26.47,0.5,150.0,13.0,0.534,23.0,0.035,0.05,0.085,7.38,0.0,51.0,0.0,0.36,0.1,0.09,0.11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11046,"MANDARIN, AVERAGE, WITHOUT SKIN",37.0,484.4,0.2,1.9,21.0,1.0,150.0,13.0,0.534,16.0,0.04,0.05,0.08,20.84,0.0,41.0,0.0,0.32,0.1,0.09,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11047,"GRAPEFRUIT, WITHOUT SKIN",33.0,23.1,0.1,1.4,26.0,1.0,160.0,11.0,0.386,20.0,0.035,0.1,0.05,0.66,0.0,33.0,0.0,0.32,0.02,0.04,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11048,"LEMON, WITHOUT SKIN",33.0,15.7,0.4,2.8,11.0,1.0,160.0,11.0,0.3,20.0,0.02,0.4,0.05,0.28,0.0,51.0,0.0,0.2,0.2,0.06,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11049,"BANANA, WITHOUT SKIN",6.2,29.7,1.0,1.8,12.54,1.0,358.4,31.32,0.917,24.9,0.06,0.32,0.04,1.68,0.0,10.0,0.0,0.21,0.5,0.5,0.19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11050,"KIWI FRUIT, WITHOUT SKIN",32.17,226.8,1.0,2.7,42.0,0.0,289.7,13.46,0.601,26.9,0.05,0.5,0.006,3.68,0.0,67.0,0.0,0.043,34.3,0.12,0.09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11051,"PEACH/NECTARINE, WITHOUT SKIN AND STONE",8.0,151.4,0.5,2.1,3.0,1.0,200.0,11.0,0.684,20.0,0.06,0.4,0.02,9.27,0.0,6.6,0.0,0.96,1.5,0.03,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11052,CHERRY WITHOUT STONE,18.0,69.0,0.3,1.5,5.0,0.2,174.5,8.5,0.317,16.0,0.07,0.1,0.05,5.73,0.0,10.0,0.0,0.07,1.5,0.04,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11053,"PLUM, WITHOUT STONE",16.0,677.3,0.3,1.7,3.0,1.0,220.0,10.0,0.47,20.0,0.12,0.11,0.02,36.02,0.0,5.0,0.0,0.85,12.0,0.04,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11054,"APRICOT, AVERAGE, WITHOUT STONE",31.0,1037.0,0.43,1.9,5.0,1.0,160.0,8.8,0.65,11.0,0.05,1.0,0.04,66.9,0.0,10.0,0.0,0.96,3.3,0.05,0.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11055,"WATERMELON, WITHOUT SKIN",7.0,4861.8,0.5,1.1,2.0,1.0,100.0,8.0,0.233,10.0,0.02,0.1,0.03,23.44,0.0,11.0,0.0,0.05,0.2,0.14,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11056,"PINEAPPLE, WITHOUT SKIN",12.0,60.0,0.2,1.4,5.0,1.4,174.0,14.0,0.589,8.0,0.02,0.6,0.08,4.98,0.0,30.6,0.0,0.02,0.2,0.09,0.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11057,"AVOCADO, WITHOUT SKIN AND STONE",15.0,406.5,0.5,6.7,11.0,1.0,400.0,29.0,1.518,31.0,0.16,0.4,0.07,5.16,0.0,10.2,0.0,2.07,20.0,0.42,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11060,"APPLE, DOMESTIC, WITHOUT SKIN",5.0,70.8,0.1,1.8,2.89,1.15,108.0,4.5,0.2,9.0,0.015,0.05,0.016,1.419,0.0,8.0,0.0,0.24,2.0,0.06,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061,"APPLE, IMPORTED, WITHOUT SKIN",4.0,91.8,0.08,1.8,2.89,1.15,120.0,4.0,0.15,9.0,0.015,0.05,0.016,3.69,0.0,4.0,0.0,0.24,2.0,0.05,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11062,"PEAR, WITHOUT SKIN",11.0,131.8,0.2,3.9,2.0,1.0,150.0,7.0,0.35,13.0,0.03,1.0,0.01,1.64,0.0,6.0,0.0,0.06,2.0,0.02,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11063,"PRUNE, WITHOUT STONE",67.0,391.9,2.0,8.6,3.0,3.0,890.0,52.0,2.299,90.0,0.186,0.5,0.051,17.06,0.0,0.0,0.0,1.76,59.5,0.25,0.5,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11064,"CHAMPIGNON, CANNED",18.0,0.0,0.84,2.4,12.0,25.98,190.0,8.0,5.858,76.0,0.25,2.9,0.02,0.0,0.0,1.0,0.206,0.0,0.294,0.07,0.501,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
11065,"ROSE HIP PUREE, WITHOUT SUGAR",98.0,1200.0,0.22,4.1,52.0,1.0,230.0,31.0,0.533,21.0,0.07,10.0,0.06,99.6,0.0,45.2,0.0,1.6,25.9,0.01,0.06,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11071,"EXOTIC FRUIT, AVERAGE, MANGO/PAPAYA, WITHOUT SKIN",10.0,695.0,0.746,2.1,3.0,1.0,235.0,20.0,0.684,30.0,0.072,0.4,0.033,9.27,0.0,29.0,0.0,0.96,1.5,0.03,0.035,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11072,SOURED CUCUMBER,20.34,551.1,0.173,0.63,8.68,1.05,200.7,12.089,0.33,28.5,0.081,0.453,0.036,10.125,0.0,7.2,0.0,0.036,13.5,0.04,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11074,"SPROUT, ALFALFA",32.0,96.0,0.96,3.0,36.0,0.0,79.0,27.0,1.082,70.0,0.126,1.0,0.08,7.97,0.0,8.2,0.0,0.02,30.5,0.03,0.92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11086,"NUT, CASHEW NUT",45.0,22.0,6.0,3.5,69.2,10.0,565.0,260.0,5.993,490.0,0.2,11.0,0.2,0.0,0.0,0.0,0.0,0.9,7.0,0.4,5.6,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1
11089,CHICK PEA IN UNSALTED WATER,49.0,18.0,2.9,5.0,172.0,0.0,290.0,48.0,1.945,168.0,0.06,5.0,0.12,1.49,0.0,1.0,0.0,0.11,21.0,0.14,1.5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11090,"BEAN, WHITE BEAN, IN TOMATO SAUCE",32.0,3572.6,1.3,5.0,65.0,1.93,265.0,31.0,2.013,191.0,0.07,8.231,0.14,6.62,0.0,3.0,0.0,0.6,6.071,0.15,0.3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11134,"BASIL, FRESH",250.0,8838.0,5.5,1.6,64.0,0.0,300.0,11.0,1.751,37.0,0.31,0.4,0.08,262.69,0.0,26.0,0.0,0.8,414.8,0.13,0.7,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
11135,"BAMBOO SHOOTS, CANNED",13.0,8.0,0.4,1.4,36.0,0.0,530.0,3.0,0.5,39.0,0.06,1.0,0.09,0.66,0.0,0.0,0.0,0.63,0.0,0.14,1.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11203,"HONEYDEW MELON, WITHOUT SKIN",9.0,57.0,0.1,0.8,2.0,0.0,210.0,10.0,0.35,16.0,0.01,0.0,0.03,2.49,0.0,9.0,0.0,0.02,0.4,0.06,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11212,SUNFLOWER SEED,91.6,30.0,5.72,6.0,60.0,0.0,898.0,419.0,10.3,947.0,0.25,15.42,2.3,2.49,0.0,0.0,0.0,40.0,2.7,0.77,7.01,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1
11505,BANANA CHIP,7.43,25.5,0.929,3.0,10.75,1.0,313.53,27.816,0.786,21.4,0.052,0.306,0.0343,1.444,0.0,8.57,0.0,4.475,31.114,0.32,0.163,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11521,"RICE, WHITE, LONG-GRAIN, PARBOILED",10.0,0.0,1.2,1.7,13.0,0.0,230.0,90.0,6.456,260.0,0.07,2.0,0.4,0.0,0.0,0.0,0.0,0.03,0.16,0.07,2.0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
11522,"RYE AND RICE MIX, CRASHED RYE GRAIN",16.0,54.9,1.65,5.8,19.75,1.25,285.0,93.25,5.38,269.5,0.078,2.725,0.37,0.13,0.0,0.0,0.0,0.277,1.595,0.12,2.175,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
11589,HORSERADISH,120.0,0.0,2.0,7.5,40.8,0.0,580.0,36.0,1.2,70.0,0.066,0.0,0.082,0.0,0.0,166.0,0.0,0.0,0.0,0.18,1.4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11680,"POTATO, PEELED, VACUUM PACKED, CATERING",5.6,67.9,0.67,1.0,23.18,1.0,500.0,24.0,0.917,45.0,0.03,0.637,0.21,0.64,0.0,10.0,0.0,0.05,1.04,0.12,0.31,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11689,"ASPARAGUS, RAW, CLEANED",27.0,315.0,0.7,3.5,175.0,0.0,260.0,13.0,1.25,72.0,0.06,0.2,0.16,41.42,0.0,12.0,0.0,1.13,40.0,0.06,0.7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
